254	254	0	24	
254	0	0	36	
254	0	0	6	
57	0	0	52	
57	0	0	22	
57	0	0	52	
57	0	0	7	
57	0	0	37	
57	0	0	22	
57	0	0	52	
57	0	0	7	
57	0	0	22	
57	0	0	37	
57	0	0	22	
57	0	0	37	
57	0	0	22	
57	0	0	52	
57	0	0	37	
57	0	0	52	
57	0	0	7	
57	0	0	22	
57	0	0	22	
57	0	0	7	
57	0	0	37	
57	0	0	52	
57	0	0	22	
57	0	0	22	
57	0	0	7	
57	0	0	22	
56	0	0	23	
56	0	0	23	
55	0	0	24	
55	0	0	39	
55	0	0	24	
55	0	0	54	
55	0	0	9	
55	0	0	24	
55	0	0	39	
55	0	0	9	
55	0	0	39	
53	0	0	26	
53	0	0	41	
53	0	0	11	
47	0	0	32	
47	0	0	17	
47	0	0	32	
47	0	0	63	
47	0	0	2	
47	0	0	17	
47	0	0	32	
47	0	0	63	
47	0	0	2	
47	0	0	17	
47	0	0	32	
44	0	0	35	
43	0	0	51	
43	0	0	6	
43	0	0	36	
43	0	0	51	
43	0	0	36	
43	0	0	51	
42	0	0	22	
41	0	0	38	
41	0	0	38	
41	0	0	53	
41	0	0	53	
40	0	0	54	
40	0	0	39	
40	0	0	9	
40	0	0	39	
40	0	0	9	
40	0	0	24	
40	0	0	9	
40	0	0	39	
40	0	0	54	
39	0	0	55	
39	0	0	40	
39	0	0	40	
39	0	0	10	
38	0	0	26	
38	0	0	41	
38	0	0	11	
38	0	0	26	
38	0	0	41	
38	0	0	56	
38	0	0	11	
37	0	0	12	
37	0	0	42	
37	0	0	27	
37	0	0	57	
37	0	0	12	
36	0	0	43	
36	0	0	43	
36	0	0	28	
35	0	0	44	
35	0	0	14	
35	0	0	29	
35	0	0	29	
35	0	0	59	
35	0	0	44	
35	0	0	14	
35	0	0	44	
35	0	0	14	
35	0	0	29	
35	0	0	44	
35	0	0	14	
35	0	0	44	
35	0	0	14	
35	0	0	44	
35	0	0	44	
35	0	0	14	
35	0	0	29	
35	0	0	59	
35	0	0	14	
34	0	0	30	
33	0	0	0	
33	0	0	46	
33	0	0	31	
33	0	0	0	
33	0	0	31	
33	0	0	61	
33	0	0	0	
33	0	0	31	
33	0	0	61	
33	0	0	0	
33	0	0	46	
33	0	0	61	
33	0	0	0	
33	0	0	31	
33	0	0	61	
33	0	0	0	
32	0	0	1	
32	0	0	62	
32	0	0	62	
32	0	0	47	
32	0	0	62	
32	0	0	47	
32	0	0	1	
32	0	0	47	
32	0	0	1	
32	0	0	16	
32	0	0	16	
32	0	0	62	
32	0	0	47	
32	0	0	1	
32	0	0	47	
32	0	0	1	
32	0	0	62	
32	0	0	62	
32	0	0	1	
32	0	0	16	
32	0	0	62	
32	0	0	1	
32	0	0	16	
32	0	0	47	
32	0	0	1	
32	0	0	16	
32	0	0	1	
32	0	0	47	
32	0	0	47	
32	0	0	1	
32	0	0	47	
32	0	0	62	
32	0	0	47	
32	0	0	62	
32	0	0	47	
32	0	0	1	
31	0	0	3	
31	0	0	18	
31	0	0	3	
31	0	0	33	
31	0	0	33	
31	0	0	33	
31	0	0	48	
31	0	0	3	
31	0	0	18	
31	0	0	33	
31	0	0	48	
31	0	0	3	
31	0	0	33	
31	0	0	48	
31	0	0	3	
31	0	0	18	
31	0	0	33	
31	0	0	48	
31	0	0	3	
31	0	0	3	
31	0	0	33	
32	0	0	62	
32	0	0	1	
32	0	0	47	
32	0	0	1	
33	0	0	61	
34	0	0	60	
34	0	0	30	
34	0	0	15	
34	0	0	30	
34	0	0	45	
34	0	0	30	
34	0	0	15	
35	0	0	59	
35	0	0	14	
35	0	0	29	
35	0	0	44	
35	0	0	59	
35	0	0	14	
35	0	0	14	
35	0	0	29	
254	254	0	24	
254	0	0	36	
254	0	0	6	
37	0	0	42	
37	0	0	12	
37	0	0	27	
37	0	0	42	
37	0	0	57	
37	0	0	27	
37	0	0	42	
37	0	0	57	
37	0	0	57	
37	0	0	12	
37	0	0	27	
37	0	0	57	
