0	0	0	0	0	0	10	
69	0	0	0	0	0	47	
69	0	0	0	0	0	62	
69	0	0	0	0	0	16	
69	0	0	0	0	0	62	
69	0	0	0	0	0	62	
69	0	0	0	0	0	1	
69	0	0	0	0	0	16	
69	0	0	0	0	0	47	
69	0	0	0	0	0	1	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	61	
70	0	0	0	0	0	46	
70	0	0	0	0	0	61	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	0	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
0	0	0	0	0	0	40	
0	0	0	0	0	0	40	
0	0	0	0	0	0	25	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
71	0	0	0	0	0	30	
71	0	0	0	0	0	60	
71	0	0	0	0	0	30	
71	0	0	0	0	0	60	
71	0	0	0	0	0	30	
71	0	0	0	0	0	45	
71	0	0	0	0	0	15	
71	0	0	0	0	0	30	
71	0	0	0	0	0	30	
71	0	0	0	0	0	15	
71	0	0	0	0	0	30	
71	0	0	0	0	0	15	
71	0	0	0	0	0	30	
71	0	0	0	0	0	30	
71	0	0	0	0	0	45	
71	0	0	0	0	0	30	
71	0	0	0	0	0	30	
71	0	0	0	0	0	60	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	61	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	31	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	0	
70	0	0	0	0	0	0	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	46	
70	0	0	0	0	0	61	
70	0	0	0	0	0	31	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
70	0	0	0	0	0	61	
70	0	0	0	0	0	0	
70	0	0	0	0	0	31	
70	0	0	0	0	0	0	
70	0	0	0	0	0	31	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	46	
70	0	0	0	0	0	0	
70	0	0	0	0	0	61	
70	0	0	0	0	0	61	
70	0	0	0	0	0	0	
71	0	0	0	0	0	60	
71	0	0	0	0	0	60	
71	0	0	0	0	0	45	
