2	25	
2	55	
2	55	
2	40	
2	55	
2	40	
2	10	
2	40	
2	55	
2	10	
2	55	
2	55	
2	25	
2	40	
2	10	
2	25	
2	10	
34	53	
34	23	
34	8	
34	53	
34	8	
34	53	
34	53	
34	8	
34	8	
34	8	
34	38	
34	8	
34	8	
2	40	
2	40	
2	10	
2	10	
2	55	
2	55	
34	23	
34	23	
34	38	
34	53	
34	23	
34	38	
34	8	
34	8	
34	53	
34	38	
34	23	
34	38	
34	38	
34	23	
34	23	
34	23	
34	23	
34	8	
34	23	
34	23	
34	38	
34	8	
34	53	
34	8	
34	8	
34	8	
34	38	
34	8	
34	38	
34	38	
34	38	
34	23	
34	23	
34	38	
34	38	
34	38	
34	53	
34	8	
34	8	
34	8	
34	53	
34	8	
34	23	
34	53	
34	8	
34	23	
34	8	
34	53	
34	23	
34	8	
34	53	
34	23	
34	8	
34	23	
34	8	
34	38	
34	53	
34	8	
34	8	
34	38	
34	38	
34	23	
34	38	
34	8	
34	8	
34	8	
34	23	
34	38	
34	8	
34	38	
34	53	
34	23	
34	38	
34	8	
34	38	
34	23	
34	8	
34	38	
34	23	
34	23	
34	8	
34	53	
34	38	
34	38	
34	53	
34	23	
34	8	
34	38	
34	38	
34	8	
34	53	
34	38	
34	23	
34	38	
34	53	
34	38	
34	38	
34	53	
34	38	
34	23	
34	38	
34	23	
34	8	
34	8	
34	23	
34	8	
34	38	
34	53	
34	23	
34	23	
34	23	
34	23	
34	8	
34	8	
34	8	
34	38	
34	53	
34	8	
34	23	
34	23	
34	23	
34	23	
34	38	
34	8	
34	53	
34	38	
34	53	
34	8	
34	23	
34	23	
34	53	
34	23	
34	53	
34	53	
34	23	
34	53	
34	53	
34	23	
34	8	
34	8	
34	23	
34	23	
34	38	
34	23	
34	23	
34	23	
34	23	
34	53	
34	8	
34	23	
34	38	
34	8	
34	53	
34	53	
34	38	
34	53	
34	23	
34	23	
34	38	
34	8	
34	23	
34	53	
34	23	
34	23	
34	53	
34	23	
34	38	
34	8	
34	8	
34	8	
34	23	
34	38	
34	53	
34	23	
34	23	
34	23	
34	23	
34	38	
34	8	
34	38	
34	53	
34	8	
34	53	
34	38	
34	53	
34	23	
34	8	
34	38	
34	8	
34	53	
34	38	
34	8	
34	38	
34	23	
34	53	
34	8	
34	23	
34	8	
34	23	
34	38	
34	23	
34	38	
34	53	
34	38	
34	38	
34	8	
34	8	
34	38	
34	8	
34	38	
34	8	
34	8	
34	53	
34	53	
34	38	
34	38	
34	8	
34	23	
34	38	
34	8	
34	38	
34	53	
34	23	
34	8	
34	23	
34	53	
34	8	
34	8	
34	8	
34	53	
34	23	
34	38	
34	8	
34	23	
34	38	
34	38	
34	38	
34	8	
34	53	
34	38	
34	53	
34	38	
34	23	
34	38	
34	23	
34	23	
34	23	
34	38	
34	8	
34	53	
34	8	
34	38	
34	53	
34	38	
34	8	
34	8	
34	53	
34	8	
34	53	
34	53	
34	53	
34	23	
34	53	
34	8	
34	23	
34	53	
34	8	
34	23	
34	8	
34	38	
34	53	
34	38	
34	53	
34	23	
34	53	
34	53	
34	8	
34	38	
34	8	
34	8	
34	8	
34	8	
34	23	
34	38	
34	38	
34	8	
34	38	
34	23	
34	38	
34	53	
34	53	
34	23	
34	8	
34	23	
34	53	
34	53	
34	53	
34	38	
32	25	
32	55	
0	57	
0	57	
0	27	
32	55	
32	25	
32	10	
32	25	
32	40	
32	40	
32	10	
32	10	
32	25	
32	10	
32	25	
32	10	
32	10	
32	40	
32	10	
32	40	
32	25	
32	10	
32	55	
32	25	
32	55	
32	25	
32	40	
32	25	
32	40	
32	55	
32	10	
32	40	
32	25	
32	10	
32	40	
32	55	
32	25	
32	25	
32	10	
32	40	
32	25	
32	55	
32	10	
32	40	
32	25	
0	42	
32	40	
32	55	
32	55	
2	40	
2	10	
2	25	
2	40	
2	10	
2	55	
2	25	
2	25	
2	40	
2	25	
2	25	
2	25	
2	10	
2	25	
2	40	
2	25	
2	25	
2	40	
2	10	
2	25	
2	40	
34	53	
34	53	
34	38	
34	8	
34	53	
34	8	
34	23	
34	38	
34	23	
34	38	
34	8	
34	23	
34	23	
34	8	
34	38	
34	53	
34	8	
34	23	
34	8	
34	8	
34	53	
34	8	
34	38	
34	23	
34	53	
34	38	
34	38	
34	53	
34	23	
34	38	
34	23	
34	53	
34	23	
34	8	
34	38	
34	8	
34	53	
34	38	
34	38	
34	38	
34	8	
34	53	
34	8	
34	8	
34	23	
34	23	
34	23	
34	23	
34	23	
34	53	
34	38	
34	8	
34	8	
34	53	
34	23	
34	23	
34	8	
34	53	
34	23	
34	23	
34	38	
34	8	
34	38	
34	53	
34	53	
34	38	
34	53	
34	38	
34	53	
34	38	
34	23	
34	53	
34	53	
34	53	
34	8	
34	23	
34	23	
34	8	
34	8	
34	38	
34	53	
34	38	
34	38	
34	38	
34	8	
34	23	
34	53	
34	53	
34	53	
34	23	
34	8	
34	8	
34	38	
34	38	
34	38	
34	38	
34	8	
34	23	
34	53	
34	8	
34	38	
34	23	
34	23	
34	8	
34	23	
34	23	
34	8	
34	53	
34	38	
34	53	
34	53	
34	53	
34	23	
34	8	
34	23	
34	23	
34	38	
34	23	
34	23	
34	23	
34	38	
34	38	
34	8	
34	38	
34	8	
34	38	
34	8	
34	8	
34	53	
34	23	
34	8	
34	23	
34	38	
34	23	
34	8	
34	38	
34	8	
34	38	
34	8	
34	38	
34	53	
34	8	
34	8	
34	53	
34	23	
34	53	
34	8	
34	38	
34	38	
34	23	
34	8	
34	38	
34	8	
34	53	
34	38	
34	8	
34	38	
34	8	
34	38	
34	53	
34	8	
34	53	
34	53	
34	38	
34	23	
34	38	
34	38	
34	23	
34	23	
34	38	
34	38	
34	8	
34	8	
34	53	
34	23	
34	8	
34	8	
34	8	
34	8	
34	53	
34	23	
34	53	
34	23	
34	8	
34	8	
34	53	
34	23	
34	53	
34	38	
34	8	
34	38	
34	53	
34	38	
34	8	
34	8	
34	8	
34	8	
34	8	
34	38	
34	23	
34	8	
34	23	
34	53	
34	53	
34	8	
34	53	
34	8	
34	38	
34	53	
34	53	
34	23	
34	23	
34	38	
34	23	
34	8	
34	53	
34	53	
34	38	
34	8	
34	8	
34	23	
34	38	
34	8	
34	8	
34	38	
34	8	
34	53	
34	8	
34	53	
34	23	
34	38	
34	23	
34	23	
34	8	
34	23	
34	38	
34	23	
34	53	
34	38	
34	38	
34	53	
34	38	
34	53	
34	38	
34	38	
34	23	
34	8	
34	23	
