0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	37	
0	52	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	37	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	22	
0	37	
0	52	
0	37	
0	52	
0	22	
0	52	
0	22	
0	7	
0	22	
0	37	
0	52	
0	22	
0	52	
0	7	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	52	
0	7	
0	22	
0	52	
0	22	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	22	
0	52	
0	22	
0	52	
0	22	
0	37	
0	7	
0	22	
0	52	
0	22	
0	37	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	7	
0	22	
0	52	
0	7	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	22	
0	52	
0	52	
0	7	
0	22	
0	37	
0	52	
0	22	
0	37	
0	52	
0	52	
0	22	
0	37	
0	52	
0	22	
0	37	
0	52	
0	22	
0	22	
0	52	
0	22	
0	37	
0	52	
0	22	
0	52	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	22	
0	37	
0	52	
0	22	
0	37	
0	52	
0	22	
0	37	
0	52	
0	22	
0	37	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	52	
0	22	
0	52	
0	22	
0	37	
0	22	
0	52	
0	22	
0	52	
0	22	
0	52	
0	7	
0	22	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	52	
0	7	
0	22	
0	37	
0	52	
0	7	
0	22	
0	37	
0	52	
