0	0	78	
0	0	93	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	78	
0	0	108	
0	0	123	
0	0	108	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	108	
0	0	123	
0	0	78	
0	0	93	
0	0	108	
0	0	123	
0	0	78	
0	0	108	
0	0	123	
0	0	78	
0	8	100	
0	7	116	
0	7	71	
0	8	85	
0	8	100	
0	7	71	
0	7	86	
0	0	108	
0	0	108	
0	0	78	
0	0	108	
0	0	78	
0	0	78	
0	0	78	
0	0	108	
0	0	108	
0	0	78	
0	0	108	
0	0	78	
0	0	2	
0	0	32	
0	0	2	
0	0	17	
0	0	32	
0	0	32	
0	0	32	
0	0	63	
0	0	17	
0	0	2	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	17	
0	0	17	
0	0	32	
0	0	17	
0	0	32	
0	0	63	
0	0	17	
0	0	63	
0	0	17	
0	0	17	
0	0	63	
0	0	2	
0	0	17	
0	0	63	
0	0	17	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
0	0	32	
0	0	63	
0	0	2	
0	0	17	
