553775772 : 	0	0	0	C0	0	0	0	D	
553795968 : 	0	0	0	C0	0	0	0	1C	
553815952 : 	0	0	0	C0	0	0	0	2B	
553836656 : 	0	0	0	C0	0	0	0	3A	
553857732 : 	0	0	0	C0	0	0	0	D	
553877284 : 	0	0	0	C0	0	0	0	1C	
553897936 : 	0	0	0	C0	0	0	0	2B	
553917656 : 	0	0	0	C0	0	0	0	3A	
553936024 : 	0	0	0	C0	0	0	0	D	
553956076 : 	0	0	0	C0	0	0	0	1C	
553976052 : 	0	0	0	C0	0	0	0	2B	
553998576 : 	0	0	0	C0	0	0	0	3A	
554016772 : 	0	0	0	C0	0	0	0	D	
554036740 : 	0	0	0	C0	0	0	0	1C	
554056896 : 	0	0	0	C0	0	0	0	2B	
554078312 : 	0	0	0	C0	0	0	0	3A	
554096920 : 	0	0	0	C0	0	0	0	D	
554118340 : 	0	0	0	C0	0	0	0	1C	
554144012 : 	0	0	0	C0	0	0	0	2B	
554183620 : 	0	0	0	C0	0	0	0	D	
554205976 : 	0	0	0	C0	0	0	0	1C	
554264032 : 	0	0	0	C0	0	0	0	D	
554278228 : 	0	0	0	C0	0	0	0	1C	
554739948 : 	0	0	0	C0	0	0	0	3A	
554861412 : 	0	0	0	C0	0	0	0	1C	
554981348 : 	0	0	0	C0	0	0	0	3A	
555081476 : 	0	0	0	C0	0	0	0	D	
555800408 : 	0	0	0	C0	0	0	0	D	
556440204 : 	0	0	0	0	0	0	0	9	
556681176 : 	0	0	0	0	0	0	0	9	
556741104 : 	0	0	0	0	0	0	0	36	
556760056 : 	0	0	0	0	0	0	0	9	
556840132 : 	0	0	0	0	0	0	0	9	
557220076 : 	0	0	0	0	0	0	0	36	
557280172 : 	0	0	0	0	0	0	0	27	
557540104 : 	0	0	0	0	0	0	0	36	
557640996 : 	0	0	0	0	0	0	0	9	
557681032 : 	0	0	0	0	0	0	0	27	
557740200 : 	0	0	0	0	0	0	0	18	
558120144 : 	0	0	0	0	0	0	0	9	
558459888 : 	0	0	0	0	0	0	0	18	
558521256 : 	0	0	0	0	0	0	0	9	
558600052 : 	0	0	0	0	0	0	0	9	
558779996 : 	0	0	0	0	0	0	0	18	
558800140 : 	0	0	0	0	0	0	0	27	
559079960 : 	0	0	0	0	0	0	0	9	
559161224 : 	0	0	0	0	0	0	0	9	
559240016 : 	0	0	0	0	0	0	0	9	
559539984 : 	0	0	0	0	0	0	0	36	
559960900 : 	0	0	0	0	0	0	0	9	
560000180 : 	0	0	0	0	0	0	0	27	
560221088 : 	0	0	0	0	0	0	0	18	
560481104 : 	0	0	0	0	0	0	0	27	
560761012 : 	0	0	0	0	0	0	0	9	
561119876 : 	0	0	0	0	0	0	0	27	
561341048 : 	0	0	0	0	0	0	0	18	
561360684 : 	0	0	0	0	0	0	0	27	
561379892 : 	0	0	0	0	0	0	0	36	
561439824 : 	0	0	0	0	0	0	0	27	
561719636 : 	0	0	0	0	0	0	0	9	
561780844 : 	0	0	0	0	0	0	0	36	
561879692 : 	0	0	0	0	0	0	0	9	
561999888 : 	0	0	0	0	0	0	0	27	
562059636 : 	0	0	0	0	0	0	0	18	
562159936 : 	0	0	0	0	0	0	0	27	
562200992 : 	0	0	0	0	0	0	0	9	
562519744 : 	0	0	0	0	0	0	0	9	
562579668 : 	0	0	0	0	0	0	0	36	
562679628 : 	0	0	0	0	0	0	0	9	
562800328 : 	0	0	0	0	0	0	0	27	
563619812 : 	0	0	0	0	0	0	0	36	
563819652 : 	0	0	0	0	0	0	0	18	
563880336 : 	0	0	0	0	0	0	0	9	
564019824 : 	0	0	0	0	0	0	0	36	
564220004 : 	0	0	0	0	0	0	0	18	
564659616 : 	0	0	0	0	0	0	0	36	
564799784 : 	0	0	0	0	0	0	0	27	
565080792 : 	0	0	0	0	0	0	0	9	
565199792 : 	0	0	0	0	0	0	0	27	
565499672 : 	0	0	0	0	0	0	0	18	
565879624 : 	0	0	0	0	0	0	0	9	
566199484 : 	0	0	0	0	0	0	0	9	
566379508 : 	0	0	0	0	0	0	0	18	
566479552 : 	0	0	0	0	0	0	0	27	
566539312 : 	0	0	0	0	0	0	0	18	
567000688 : 	0	0	0	0	0	0	0	9	
567279488 : 	0	0	0	0	0	0	0	27	
567399420 : 	0	0	0	0	0	0	0	9	
567879248 : 	0	0	0	0	0	0	0	9	
568679268 : 	0	0	0	0	0	0	0	9	
569020372 : 	0	0	0	0	0	0	0	18	
569420468 : 	0	0	0	0	0	0	0	18	
570159296 : 	0	0	0	0	0	0	0	27	
570319256 : 	0	0	0	0	0	0	0	27	
570399240 : 	0	0	0	0	0	0	0	27	
570599160 : 	0	0	0	0	0	0	0	9	
570719360 : 	0	0	0	0	0	0	0	27	
570840228 : 	0	0	0	0	0	0	0	9	
571140280 : 	0	0	0	0	0	0	0	36	
571340192 : 	0	0	0	0	0	0	0	18	
571439140 : 	0	0	0	0	0	0	0	27	
571579128 : 	0	0	0	0	0	0	0	18	
571619248 : 	0	0	0	0	0	0	0	36	
571679088 : 	0	0	0	0	0	0	0	27	
571899236 : 	0	0	0	0	0	0	0	18	
572099328 : 	0	0	0	0	0	0	0	36	
572319308 : 	0	0	0	0	0	0	0	27	
572439072 : 	0	0	0	0	0	0	0	9	
572579152 : 	0	0	0	0	0	0	0	36	
572600316 : 	0	0	0	0	0	0	0	9	
572939304 : 	0	0	0	0	0	0	0	18	
572999052 : 	0	0	0	0	0	0	0	9	
573240112 : 	0	0	0	0	0	0	0	9	
573399068 : 	0	0	0	0	0	0	0	9	
573559200 : 	0	0	0	0	0	0	0	9	
573700472 : 	0	0	0	0	0	0	0	36	
573759208 : 	0	0	0	0	0	0	0	27	
573859252 : 	0	0	0	0	0	0	0	36	
574299304 : 	0	0	0	0	0	0	0	18	
574440312 : 	0	0	0	0	0	0	0	9	
574539080 : 	0	0	0	0	0	0	0	18	
574680268 : 	0	0	0	0	0	0	0	9	
575019248 : 	0	0	0	0	0	0	0	18	
575160176 : 	0	0	0	0	0	0	0	9	
575239144 : 	0	0	0	0	0	0	0	9	
575419172 : 	0	0	0	0	0	0	0	18	
575479268 : 	0	0	0	0	0	0	0	9	
575599288 : 	0	0	0	0	0	0	0	27	
575959100 : 	0	0	0	0	0	0	0	9	
576200236 : 	0	0	0	0	0	0	0	9	
576259396 : 	0	0	0	0	0	0	0	36	
577239116 : 	0	0	0	0	0	0	0	9	
577339916 : 	0	0	0	0	0	0	0	18	
577779368 : 	0	0	0	0	0	0	0	36	
577879328 : 	0	0	0	0	0	0	0	9	
578080608 : 	0	0	0	0	0	0	0	27	
578139344 : 	0	0	0	0	0	0	0	18	
578200288 : 	0	0	0	0	0	0	0	9	
578699328 : 	0	0	0	0	0	0	0	18	
578799280 : 	0	0	0	0	0	0	0	27	
578899412 : 	0	0	0	0	0	0	0	36	
579539208 : 	0	0	0	0	0	0	0	36	
579680136 : 	0	0	0	0	0	0	0	27	
579719152 : 	0	0	0	0	0	0	0	9	
579759356 : 	0	0	0	0	0	0	0	27	
579819196 : 	0	0	0	0	0	0	0	18	
579919412 : 	0	0	0	0	0	0	0	27	
579999396 : 	0	0	0	0	0	0	0	27	
580139392 : 	0	0	0	0	0	0	0	18	
580219208 : 	0	0	0	0	0	0	0	18	
580419212 : 	0	0	0	0	0	0	0	36	
580439108 : 	0	0	0	0	0	0	0	9	
580579268 : 	0	0	0	0	0	0	0	36	
580979364 : 	0	0	0	0	0	0	0	36	
581019228 : 	0	0	0	0	0	0	0	18	
581099212 : 	0	0	0	0	0	0	0	18	
581119188 : 	0	0	0	0	0	0	0	27	
581179280 : 	0	0	0	0	0	0	0	18	
581399176 : 	0	0	0	0	0	0	0	9	
581479160 : 	0	0	0	0	0	0	0	9	
581640328 : 	0	0	0	0	0	0	0	9	
581699396 : 	0	0	0	0	0	0	0	36	
581839220 : 	0	0	0	0	0	0	0	27	
581960348 : 	0	0	0	0	0	0	0	9	
582166300 : 	0	0	0	0	0	0	0	27	
582238128 : 	0	0	0	0	0	0	0	27	
582256996 : 	0	0	0	0	0	0	0	36	
582305964 : 	0	0	0	0	0	0	0	9	
582338256 : 	0	0	0	0	0	0	0	36	
582373020 : 	0	0	0	0	0	0	0	9	
582457432 : 	0	0	0	0	0	0	0	18	
582477148 : 	0	0	0	0	0	0	0	27	
582505196 : 	0	0	0	0	0	0	0	36	
582518288 : 	0	0	0	0	0	0	0	9	
582537072 : 	0	0	0	0	0	0	0	18	
582577448 : 	0	0	0	0	0	0	0	36	
582585608 : 	0	0	0	0	0	0	0	27	
582652672 : 	0	0	0	0	0	0	0	27	
582694072 : 	0	0	0	0	0	0	0	9	
582704608 : 	0	0	0	0	0	0	0	18	
582717952 : 	0	0	0	0	0	0	0	27	
582745068 : 	0	0	0	0	0	0	0	36	
582758416 : 	0	0	0	0	0	0	0	9	
582777112 : 	0	0	0	0	0	0	0	18	
582818080 : 	0	0	0	0	0	0	0	36	
582852768 : 	0	0	0	0	0	0	0	9	
582857868 : 	0	0	0	0	0	0	0	18	
582877248 : 	0	0	0	0	0	0	0	27	
582897896 : 	0	0	0	0	0	0	0	36	
582937336 : 	0	0	0	0	0	0	0	18	
582972696 : 	0	0	0	0	0	0	0	27	
582977880 : 	0	0	0	0	0	0	0	36	
582997432 : 	0	0	0	0	0	0	0	9	
583037468 : 	0	0	0	0	0	0	0	27	
583073168 : 	0	0	0	0	0	0	0	36	
583078268 : 	0	0	0	0	0	0	0	9	
583097988 : 	0	0	0	0	0	0	0	18	
583138368 : 	0	0	0	0	0	0	0	36	
583156976 : 	0	0	0	0	0	0	0	9	
583198456 : 	0	0	0	0	0	0	0	27	
583206616 : 	0	0	0	0	0	0	0	18	
583253876 : 	0	0	0	0	0	0	0	9	
583273172 : 	0	0	0	0	0	0	0	18	
583278356 : 	0	0	0	0	0	0	0	27	
583317712 : 	0	0	0	0	0	0	0	9	
583353504 : 	0	0	0	0	0	0	0	18	
583373216 : 	0	0	0	0	0	0	0	27	
583378400 : 	0	0	0	0	0	0	0	36	
583397868 : 	0	0	0	0	0	0	0	9	
583437988 : 	0	0	0	0	0	0	0	27	
583456948 : 	0	0	0	0	0	0	0	36	
583517972 : 	0	0	0	0	0	0	0	27	
583536844 : 	0	0	0	0	0	0	0	36	
583553248 : 	0	0	0	0	0	0	0	9	
583558268 : 	0	0	0	0	0	0	0	9	
583594472 : 	0	0	0	0	0	0	0	18	
583633316 : 	0	0	0	0	0	0	0	27	
583638416 : 	0	0	0	0	0	0	0	9	
583657372 : 	0	0	0	0	0	0	0	18	
583697152 : 	0	0	0	0	0	0	0	36	
583718488 : 	0	0	0	0	0	0	0	9	
583737448 : 	0	0	0	0	0	0	0	18	
583754188 : 	0	0	0	0	0	0	0	27	
583772548 : 	0	0	0	0	0	0	0	27	
583777732 : 	0	0	0	0	0	0	0	36	
583817936 : 	0	0	0	0	0	0	0	18	
583836468 : 	0	0	0	0	0	0	0	27	
583858480 : 	0	0	0	0	0	0	0	36	
583878116 : 	0	0	0	0	0	0	0	9	
583897924 : 	0	0	0	0	0	0	0	18	
583916876 : 	0	0	0	0	0	0	0	27	
583938132 : 	0	0	0	0	0	0	0	36	
583956740 : 	0	0	0	0	0	0	0	9	
583978168 : 	0	0	0	0	0	0	0	18	
583998484 : 	0	0	0	0	0	0	0	27	
584036896 : 	0	0	0	0	0	0	0	9	
584058064 : 	0	0	0	0	0	0	0	18	
584078292 : 	0	0	0	0	0	0	0	27	
584096828 : 	0	0	0	0	0	0	0	36	
584137708 : 	0	0	0	0	0	0	0	18	
584157680 : 	0	0	0	0	0	0	0	27	
584193636 : 	0	0	0	0	0	0	0	36	
584218372 : 	0	0	0	0	0	0	0	18	
584224660 : 	0	0	0	0	0	0	0	9	
584237496 : 	0	0	0	0	0	0	0	27	
584277028 : 	0	0	0	0	0	0	0	9	
584294536 : 	0	0	0	0	0	0	0	36	
584337204 : 	0	0	0	0	0	0	0	36	
584356836 : 	0	0	0	0	0	0	0	9	
584385572 : 	0	0	0	0	0	0	0	18	
584417696 : 	0	0	0	0	0	0	0	36	
584457900 : 	0	0	0	0	0	0	0	18	
584478388 : 	0	0	0	0	0	0	0	27	
584498020 : 	0	0	0	0	0	0	0	36	
584545536 : 	0	0	0	0	0	0	0	18	
584578432 : 	0	0	0	0	0	0	0	36	
584584720 : 	0	0	0	0	0	0	0	27	
584618468 : 	0	0	0	0	0	0	0	18	
584657568 : 	0	0	0	0	0	0	0	36	
584677288 : 	0	0	0	0	0	0	0	9	
584698536 : 	0	0	0	0	0	0	0	18	
584738148 : 	0	0	0	0	0	0	0	36	
584758208 : 	0	0	0	0	0	0	0	9	
584777500 : 	0	0	0	0	0	0	0	18	
584837340 : 	0	0	0	0	0	0	0	9	
584856808 : 	0	0	0	0	0	0	0	18	
584897268 : 	0	0	0	0	0	0	0	36	
584938152 : 	0	0	0	0	0	0	0	18	
584957360 : 	0	0	0	0	0	0	0	27	
585037864 : 	0	0	0	0	0	0	0	27	
585057660 : 	0	0	0	0	0	0	0	36	
585097696 : 	0	0	0	0	0	0	0	18	
585158216 : 	0	0	0	0	0	0	0	9	
585217888 : 	0	0	0	0	0	0	0	36	
585238548 : 	0	0	0	0	0	0	0	9	
585538080 : 	0	0	0	0	0	0	0	36	
586139116 : 	0	0	0	0	0	0	0	18	
586259224 : 	0	0	0	0	0	0	0	36	
586418348 : 	0	0	0	0	0	0	0	36	
586538112 : 	0	0	0	0	0	0	0	18	
586578484 : 	0	0	0	0	0	0	0	36	
586646480 : 	0	0	0	0	0	0	0	27	
586657024 : 	0	0	0	0	0	0	0	36	
586704280 : 	0	0	0	0	0	0	0	9	
586744316 : 	0	0	0	0	0	0	0	36	
586757664 : 	0	0	0	0	0	0	0	9	
586785288 : 	0	0	0	0	0	0	0	18	
586846404 : 	0	0	0	0	0	0	0	9	
586856856 : 	0	0	0	0	0	0	0	18	
586904372 : 	0	0	0	0	0	0	0	27	
586917460 : 	0	0	0	0	0	0	0	9	
586966172 : 	0	0	0	0	0	0	0	27	
586976708 : 	0	0	0	0	0	0	0	36	
586997108 : 	0	0	0	0	0	0	0	9	
587017848 : 	0	0	0	0	0	0	0	18	
587037396 : 	0	0	0	0	0	0	0	27	
587065368 : 	0	0	0	0	0	0	0	36	
587097320 : 	0	0	0	0	0	0	0	18	
587106424 : 	0	0	0	0	0	0	0	9	
587137612 : 	0	0	0	0	0	0	0	36	
587156992 : 	0	0	0	0	0	0	0	9	
587177900 : 	0	0	0	0	0	0	0	18	
587198132 : 	0	0	0	0	0	0	0	27	
587252880 : 	0	0	0	0	0	0	0	9	
587257980 : 	0	0	0	0	0	0	0	18	
