00	00	00	00	00	00	7C	0F
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
00	00	00	00	11	6B	00	0A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0D	B6	00	00	00	00	00	0A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
00	00	00	00	00	00	83	21
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
00	00	00	00	0A	2E	00	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
00	00	00	00	0D	B5	00	0A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
11	B5	00	00	00	00	00	0A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	37
00	00	00	00	00	00	01	2E
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
00	00	00	00	0E	0B	00	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	37
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	19
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	A
0	0	0	0	0	0	0	28
